set_name,set_topic,set_id,order_index,word,pronunciation,part_of_speech,level,definition_vi,definition_en,synonyms,antonyms,example_sentence
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,34,disaffected,/dɪsəˈfektɪd/,adjective,B2,"mất lòng, không hài lòng, mất niềm tin",dissatisfied and no longer loyal or supportive,"discontented, dissatisfied, alienated","satisfied, loyal",Disaffected voters increasingly turned to alternative political parties in the recent election.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,35,inept,/ɪnˈept/,adjective,B2,"vụng về, không có kỹ năng, bất tài",lacking skill or competence; clumsy,"incompetent, clumsy, unskilled","competent, skilled",The inept handling of the crisis by management led to widespread criticism from stakeholders.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,36,unmitigated,/ʌnˈmɪtɪɡeɪtɪd/,adjective,B2,"hoàn toàn, không được giảm nhẹ, tuyệt đối",absolute; not reduced or made less severe,"absolute, complete, utter","mitigated, partial",The natural disaster was an unmitigated catastrophe that devastated the entire region.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,37,disclose,/dɪsˈkləʊz/,verb,C1,"tiết lộ, công khai, phát hiện",to reveal or make known something previously hidden,"reveal, divulge, expose","conceal, hide",The company was required to disclose all financial information to comply with regulatory standards.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,38,incapable,/ɪnˈkeɪpəbl/,adjective,C1,"không có khả năng, không thể làm được",unable to do something; lacking the necessary ability,"unable, incompetent, unfit","capable, able",The aging infrastructure proved incapable of handling the increased demand for services.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,39,unsubstantiated claim,/ˌʌnsəbˈstænʃieɪtɪd kleɪm/,collocation,B2,"Yêu cầu, khẳng định không có bằng chứng hoặc tài liệu hỗ trợ; lời nói vô căn cứ.",A claim or assertion made without supporting evidence or documentation.,"baseless claim, unfounded assertion, unsupported statement","substantiated claim, verified statement",The journalist refused to publish the unsubstantiated claim about the politician's involvement in the scandal.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,40,incoherent argument,/ɪnkoʊˈhɪrənt ˈɑːrɡjumənt/,collocation,B2,"Lập luận không liên kết, không logic, khó hiểu; thiếu sự liên tục trong ý tưởng.",An argument that lacks logical connection and clarity; difficult to understand due to poor organization.,"disjointed argument, rambling argument, muddled reasoning","coherent argument, logical reasoning",The student's incoherent argument in the essay made it difficult for the examiner to follow his main points.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,41,unwarranted interference,/ʌnˈwɔːrəntɪd ˌɪntərˈfɪrəns/,collocation,B2,"Sự can thiệp không có lý do chính đáng, không được phép; xâm phạm không có cơ sở.",Interference or intrusion that is not justified or authorized; unwanted meddling.,"unjustified intervention, uncalled-for meddling, unwarranted intrusion","justified intervention, warranted action",The government's unwarranted interference in the private sector sparked widespread criticism from business leaders.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,42,disreputable source,/dɪsˈrepjətəbəl sɔːrs/,collocation,B2,"Nguồn thông tin không đáng tin cậy, có danh tiếng xấu; không được coi là uy tín.",A source of information that lacks credibility and has a poor reputation.,"unreliable source, questionable source, dubious origin","reputable source, credible source","Academic papers must cite information from reputable sources, not disreputable websites or tabloids."
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,43,unscrupulous behavior,/ʌnˈskruːpjələs bɪˈheɪvjər/,collocation,B2,"Hành vi thiếu nguyên tắc đạo đức, không có lương tâm; hành động bất chính.",Behavior that is dishonest and shows a lack of moral principles or conscience.,"unethical conduct, dishonest behavior, unprincipled action","scrupulous behavior, ethical conduct",The company's unscrupulous behavior in exploiting workers led to legal action and public outrage.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,44,inaccurate data,/ɪnˈækjərət ˈdeɪtə/,collocation,C1,"Dữ liệu không chính xác, sai lệch; thông tin không đúng với thực tế.",Data or information that contains errors and does not reflect the true facts.,"incorrect information, faulty data, erroneous figures","accurate data, precise information",The research was invalidated because the inaccurate data collected from the survey skewed all the results.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,45,dismantle a system,/dɪsˈmæntəl ə ˈsɪstəm/,collocation,B2,"Tháo dỡ, phá bỏ một hệ thống; loại bỏ từng phần một cách có tổ chức.","To take apart or gradually destroy a system, structure, or organization piece by piece.","disassemble, break down, deconstruct","assemble, construct",The new administration plans to dismantle the outdated bureaucratic system and replace it with a more efficient one.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,46,unequivocal evidence,/ˌʌnɪˈkwɪvəkəl ˈevɪdəns/,collocation,B2,"Bằng chứng rõ ràng, không có chỗ để nghi ngờ; chứng cứ không thể hiểu theo cách khác.","Evidence that is clear, definitive, and leaves no room for doubt or alternative interpretation.","clear evidence, definitive proof, conclusive evidence","ambiguous evidence, questionable proof",The unequivocal evidence presented in court proved the defendant's guilt beyond any reasonable doubt.
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,47,dissuade someone from,/dɪˈsweɪd ˈsʌmwʌn frɑːm/,collocation,B2,Thuyết phục ai đó không làm điều gì; ngăn cản ai đó khỏi một hành động.,To persuade someone not to do something; to discourage someone from a course of action.,"discourage from, talk out of, persuade against","persuade to, encourage","Her parents tried to dissuade her from dropping out of university, but she was determined to pursue her business idea."
Tiền Tố Phủ Định,Word Families,02eba3ac-38c6-5016-a643-73e2ad7f5197,48,indefensible position,/ˌɪndɪˈfensəbəl pəˈzɪʃən/,collocation,B2,"Vị trí, quan điểm không thể bảo vệ được; lập trường không có lý do chính đáng.",A position or viewpoint that cannot be justified or defended with valid arguments.,"unjustifiable position, indefensible stance, unsustainable argument","defensible position, justifiable stance",The company found itself in an indefensible position after evidence of environmental violations was made public.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,0,substantiate,/səbˈstænʃieɪt/,v,C1,cung cấp bằng chứng hoặc lý do để chứng minh điều gì là đúng,to provide evidence or proof to support a claim or argument,"corroborate, verify",refute,The researcher must substantiate her hypothesis with empirical data collected from multiple controlled experiments.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,1,elucidate,/ɪˈluːsɪdeɪt/,v,C1,giải thích một cách rõ ràng và chi tiết,to make something clear or easy to understand by explanation,"clarify, explain",obscure,The professor's lecture served to elucidate the complex philosophical concepts that students found difficult to comprehend initially.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,2,cogent,/ˈkəʊdʒənt/,adj,C1,có sức thuyết phục mạnh mẽ; hợp lý và có ý nghĩa,"clear, logical, and convincing; appealing strongly to the mind or reason","compelling, persuasive",weak,The speaker presented cogent arguments for environmental reform that convinced even the most skeptical audience members.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,3,pervasive,/pəˈveɪsɪv/,adj,B2,lan tỏa rộng rãi; có mặt ở khắp nơi,spreading widely throughout an area or group of people,"widespread, prevalent",localized,The pervasive influence of social media on adolescent behavior has become a major concern for educators and parents across the nation.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,4,empirical,/ɪmˈpɪrɪkəl/,adj,B2,"dựa trên quan sát, kinh nghiệm thực tế chứ không phải lý thuyết","based on observation, experience, or experiment rather than theory","practical, experiential",theoretical,The study employed empirical methods by collecting quantitative data from thousands of participants across various demographic regions.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,5,conjecture,/kənˈdʒektʃə(r)/,n,B2,ý kiến hoặc kết luận được đưa ra mà không có đủ bằng chứng,an opinion or conclusion based on incomplete evidence; guesswork,"speculation, hypothesis",certainty,"Without concrete evidence, the scientist's claim remained mere conjecture until the experimental results were thoroughly analyzed."
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,6,paradigm shift,/ˈpærədaɪm ʃɪft/,phrase,C1,thay đổi cơ bản trong cách suy nghĩ hoặc cách hiểu khoa học,a fundamental change in the basic concepts and practices of a scientific discipline,"fundamental change, revolution",continuity,The discovery of DNA structure represented a paradigm shift in biology that fundamentally transformed our understanding of heredity.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,7,circumvent,/ˌsɜːkəmˈvent/,v,B2,"tìm cách vòng quanh hoặc tránh một vấn đề, quy tắc","to avoid or get around a problem, rule, or difficulty","bypass, avoid",confront,Clever students attempted to circumvent the school's strict plagiarism policy by paraphrasing sources without proper citations.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,8,meticulous,/məˈtɪkjələs/,adj,B2,"cẩn thận, chú ý đến chi tiết một cách kỹ lưỡng",showing great attention to detail; very careful and precise,"careful, precise",careless,The researcher's meticulous approach to data collection ensured that every measurement was recorded accurately and consistently throughout the investigation.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,9,juxtapose,/ˈdʒʌkstəpəʊz/,v,C1,đặt hai thứ cạnh nhau để so sánh hoặc tạo ra tương phản,to place two things side by side for comparison or to create contrast,"compare, contrast",separate,The author juxtaposed traditional and modern perspectives on education to highlight the significant differences in pedagogical approaches.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,10,vindicate,/ˈvɪndɪkeɪt/,v,C1,chứng tỏ rằng ai đó hoặc điều gì đó là đúng hoặc không có lỗi,to prove or justify that someone or something is correct or innocent,"justify, exonerate",condemn,"After years of criticism, the controversial research was finally vindicated when independent laboratories successfully replicated the groundbreaking findings."
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,11,arbitrary,/ˈɑːbɪtreri/,adj,B2,được quyết định hoặc lựa chọn mà không có lý do cụ thể,based on chance or personal whim rather than reason or system,"random, capricious",systematic,The teacher's arbitrary grading system based on personal preference rather than objective criteria frustrated students seeking fair assessment.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,12,propound,/prəˈpaʊnd/,v,C2,"đề xuất hoặc trình bày một ý tưởng, lý thuyết để xem xét","to suggest or put forward an idea, theory, or plan for consideration","propose, submit",retract,The philosopher propounded a new theory of consciousness that challenged decades of accepted psychological dogma in the academic community.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,13,leverage,/ˈlevərɪdʒ/,v,B2,sử dụng một cái gì đó để có được lợi thế trong một tình huống,to use something to maximum advantage; to employ as a means of accomplishing an end,"exploit, utilize",ignore,Successful businesses leverage digital technology and data analytics to improve operational efficiency and customer satisfaction significantly.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,14,exacerbate,/ɪɡˈzæsərbeɪt/,v,B2,làm cho một tình huống trở nên tồi tệ hơn,"to make a problem, bad situation, or negative feeling worse","worsen, aggravate",improve,Socioeconomic inequality is exacerbated by inadequate access to quality education and healthcare in underdeveloped regions.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,15,benchmark,/ˈbenʃmɑːk/,n,B2,tiêu chuẩn hoặc điểm tham chiếu để so sánh hoặc đánh giá,a standard or point of reference against which things may be compared or assessed,"standard, criterion",anomaly,International standardized test scores serve as a benchmark for comparing educational achievement across different countries and school systems.
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,16,disambiguate,/ˌdɪsæmˈbɪɡjueɪt/,v,C2,loại bỏ sự nhập nhằng hoặc không rõ ràng trong một tuyên bố,to remove ambiguity from something; to make something clear and unambiguous,"clarify, elucidate",confuse,The research paper's appendix helps disambiguate complex terminology by providing precise definitions and contextual examples for specialized concepts.
