set_name,set_topic,set_id,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
Ngôn ngữ học thuật & Trang trọng,Academic & Formal Language,06d27814-1a2c-514a-9dc0-08fabc88b9e2,meaning,advanced,A perspicacious critic would be most likely to:,Provide superficial observations about a work's obvious features,Demonstrate keen insight and discernment in analyzing subtle layers of meaning,Avoid making any interpretive judgments about artistic merit,Focus exclusively on factual accuracy rather than aesthetic value,B,"Perspicacious có nghĩa là sắc sảo, thông minh, có khả năng nhận thức sâu sắc. Đáp án B chính xác. A là ngược lại; C và D không phù hợp với định nghĩa.",2026-06-07T21:03:59.266206+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,fill_blank,basic,A _____ is a meaningful unit of language that cannot be divided into smaller meaningful parts.,morpheme,suffix,prefix,derivation,A,"Morpheme là đơn vị ý nghĩa nhỏ nhất của ngôn ngữ không thể chia nhỏ hơn. Suffix, prefix là các loại morpheme cụ thể, derivation là quá trình tạo từ.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,basic,Which of the following is an example of a compound word?,Happiness,Sunshine,Reproduction,Beautiful,B,Compound word được tạo bằng cách kết hợp hai từ độc lập: sun + shine. Các tùy chọn khác đều là từ đơn được tạo bằng affixation hoặc derivation.,2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,fill_blank,basic,The word 'unavoidable' contains a _____ 'un-' at the beginning.,suffix,prefix,morpheme,root,B,Prefix là affix được thêm vào đầu từ. 'Un-' là prefix phủ định được thêm vào 'avoidable'. Suffix được thêm vào cuối từ.,2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,synonym,intermediate,What is the synonym of 'word formation'?,Lexicalization,Derivation,Morphemics,Etymological analysis,B,"Derivation là quá trình tạo từ mới từ các từ hoặc morpheme đã có, gần đồng nghĩa với word formation. Lexicalization là quá trình từ trở thành từ vựng chính thức.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,intermediate,Clipping refers to _____.,combining two words to form a new word,shortening a word by removing syllables or sounds,adding prefixes or suffixes to a root word,changing the grammatical form of a word,B,Clipping là quá trình rút ngắn từ bằng cách loại bỏ các âm tiết (ví dụ: 'advertisement' → 'ad'). Các tùy chọn khác mô tả các quy trình khác nhau của word formation.,2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,fill_blank,intermediate,The process of converting a word from one word class to another without changing its form is called _____.,inflection,affixation,conversion,blending,C,"Conversion là quá trình đổi loại từ mà không thay đổi hình dạng (ví dụ: 'google' danh từ → 'to google' động từ). Inflection thay đổi hình dạng từ, affixation thêm affix.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,intermediate,Which word is an example of blending?,Unhappy,Breakfast,Bicycle,Brunch,D,"'Brunch' (breakfast + lunch) là blending - kết hợp các phần của hai từ khác nhau. 'Breakfast' là compound word, các từ khác là affixation hoặc compound.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,antonym,intermediate,Abbreviation and clipping are _____ processes in word formation.,opposite,identical,similar but distinct,complementary,C,"Cả hai đều là quá trình rút ngắn từ, nhưng abbreviation giữ lại các chữ cái đầu ('FBI', 'WHO') trong khi clipping loại bỏ phần cuối ('ad' từ 'advertisement').",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,fill_blank,intermediate,The _____ of a word refers to its original language source and historical development.,derivation,etymological root,morphological structure,lexicalization,B,"Etymological root là gốc lịch sử của từ, chi phối nguồn gốc và phát triển của nó. Derivation là quá trình tạo từ, morphology là cấu trúc hình thái.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,What is the relationship between inflection and derivation?,They are the same process,Inflection creates new words; derivation changes grammatical form,Derivation creates new words; inflection changes grammatical form,They are unrelated processes,C,"Derivation tạo từ mới với nghĩa khác (happy → unhappy), inflection thay đổi hình dạng nhưng không thay đổi từ gốc (walk → walks, walked). Đây là hai quy trình liên quan nhưng khác nhau.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,Nominalization is the process of _____.,creating adjectives from nouns,"converting words into nominal forms, typically nouns",breaking down complex words into morphemes,combining multiple roots into one word,B,"Nominalization là quá trình chuyển đổi từ thành danh từ (ví dụ: 'develop' → 'development', 'happy' → 'happiness'). Các tùy chọn khác mô tả các quy trình khác của word formation.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,Back-formation differs from other word formation processes because it _____.,adds affixes to existing words,removes what is thought to be an affix from an existing word,combines two complete words,shortens words by removing syllables,B,"Back-formation là quá trình loại bỏ những gì được cho là affix khỏi từ hiện có (ví dụ: 'burgle' từ 'burglar'). Điều này ngược lại với affixation, không giống blending hay clipping.",2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,Lexicalization involves _____.,adding morphemes to create new words,the process by which phrases or compounds become established as single words in the vocabulary,changing the pronunciation of words over time,organizing words alphabetically in dictionaries,B,Lexicalization là quá trình mà các cụm từ hoặc hợp chất từ trở thành từ đơn được công nhận (ví dụ: 'self-esteem' → 'selfesteem' → thành từ vựng chuẩn). Các tùy chọn khác không chính xác.,2026-06-03T23:15:25.683743+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,intermediate,"Which of the following best describes the relationship between 'happy', 'happiness', 'unhappy', and 'happily'?",They form a word family sharing the same root word.,They are examples of semantic shift in English.,They demonstrate productive affixes in modern English.,They represent different lexical items with no connection.,A,"Các từ này đều có cùng gốc 'happy' nhưng có dạng khác nhau do thêm tiền tố 'un-' và hậu tố '-ness', '-ly'. Đây là định nghĩa của word family. Đáp án B sai vì semantic shift là thay đổi nghĩa theo thời gian, không phải tạo từ mới. C sai vì không phải tất cả đều là productive affixes.",2026-06-07T21:54:46.492933+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,fill_blank,advanced,"The suffix '-ize' in words like 'digitize', 'customize', and 'prioritize' is considered a _____ because it continues to be used to create new verbs.",semantic field,productive affix,lexical item,morphological boundary,B,"Productive affix là tiền tố hoặc hậu tố vẫn được sử dụng rộng rãi để tạo từ mới. Hậu tố '-ize' tiếp tục được dùng để tạo động từ mới, đặc biệt trong công nghệ. A sai vì semantic field là nhóm từ có liên quan về nghĩa. C sai vì lexical item là đơn vị từ vựng, không phải hậu tố.",2026-06-07T21:54:46.492933+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,What is the primary difference between inflectional forms and derivational forms?,Inflectional forms change word meaning; derivational forms do not.,Inflectional forms express grammatical information; derivational forms create new words with different meanings.,Inflectional forms are more common in modern English than derivational forms.,Inflectional forms use only suffixes; derivational forms use both prefixes and suffixes.,B,"Inflectional forms (chạy, chạy, chạy) thể hiện thông tin ngữ pháp như thì, số mà không thay đổi loại từ. Derivational forms (chạy → chạy, chạy) tạo từ mới với ý nghĩa khác. A sai vì inflectional forms không thay đổi ý nghĩa cơ bản. C và D không chính xác.",2026-06-07T21:54:46.492933+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,fill_blank,intermediate,The word 'awful' originally meant 'full of awe' but now typically means 'very bad'. This change in meaning over time is called a _____.,neologism,word coinage,semantic shift,lexicalization,C,Semantic shift là sự thay đổi ý nghĩa của một từ theo thời gian. Đây là ví dụ điển hình. A sai vì neologism là từ mới được tạo ra. B sai vì word coinage là sự phát minh từ mới. D sai vì lexicalization là quá trình cụm từ trở thành một từ.,2026-06-07T21:54:46.492933+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,intermediate,Which statement best explains why understanding word families is beneficial for vocabulary learning?,It helps learners recognize that words with the same root share related meanings and can be learned together.,It eliminates the need to study individual word definitions.,It proves that all English words derive from Latin and Greek.,It demonstrates that semantic fields are more important than morphological structure.,A,"Hiểu word families giúp học sinh nhận ra các từ có cùng gốc có ý nghĩa liên quan và có thể học cùng nhau, giúp tăng hiệu quả học tập. B sai vì vẫn cần học định nghĩa. C sai vì không phải tất cả từ đều từ Latin/Greek. D sai vì cả hai đều quan trọng.",2026-06-07T21:54:46.492933+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,"In the sentence 'The augmentation of vocabulary through systematic study improves academic writing performance significantly,' the word 'augmentation' is most closely related to which concept?",Semantic field,Lexical cohesion,Word formation through affixation,Morphological analysis,C,"'Augmentation' được tạo từ 'augment' + hậu tố '-ation', là ví dụ điển hình của word formation through affixation. A sai vì semantic field là nhóm từ có liên quan. B sai vì lexical cohesion là liên kết từ trong văn bản. D sai vì morphological analysis là phân tích cấu trúc từ, không phải quá trình tạo từ.",2026-06-07T21:54:46.492933+00:00
Cấu tạo từ & Biến đổi dạng từ,Word Formation & Word Form,08e460db-6643-5c11-bceb-f02edb45bdc2,meaning,advanced,Which of the following is NOT an example of a word formation process?,Adding the prefix 'un-' to 'happy' to create 'unhappy',Combining 'break' and 'fast' to form 'breakfast',Changing the pronunciation of 'read' from /riːd/ to /red/ based on tense,Creating 'selfie' as a new word for a self-taken photograph,C,"Thay đổi cách phát âm của 'read' dựa trên thì là inflection (biến đổi hình thái), không phải word formation (tạo từ mới). A là affixation, B là compounding, D là neologism/word coinage. Chỉ C không phải word formation process.",2026-06-07T21:54:46.492933+00:00
Nêu Ví Dụ & Diễn Giải Lại,Connectors and Logic,0e1fa295-03cb-5ef0-8a88-eaecbe8ef1e3,fill_blank,intermediate,"The company has implemented several cost-cutting measures; _____, they reduced staff by 15% and closed two regional offices.",namely,however,therefore,meanwhile,A,"""Namely"" được dùng để chỉ rõ hoặc liệt kê chi tiết những gì vừa nói. Ở đây, nó giới thiệu các ví dụ cụ thể của các biện pháp cắt giảm chi phí. ""However"" (tuy nhiên), ""therefore"" (vì vậy), và ""meanwhile"" (trong khi đó) không phù hợp vì chúng không dùng để giới thiệu ví dụ chi tiết.",2026-06-07T16:45:34.664192+00:00
Nêu Ví Dụ & Diễn Giải Lại,Connectors and Logic,0e1fa295-03cb-5ef0-8a88-eaecbe8ef1e3,fill_blank,intermediate,"Many developing nations face infrastructure challenges; _____, India struggles with inadequate transportation networks and water supply systems.",in other words,for instance,in essence,as a result,B,"""For instance"" được dùng để đưa ra một ví dụ cụ thể minh họa cho ý chính. Câu này cần một connector để giới thiệu ví dụ về Ấn Độ. ""In other words"" dùng để diễn giải lại, ""in essence"" dùng để tóm tắt, và ""as a result"" dùng để chỉ hệ quả, không phù hợp.",2026-06-07T16:45:34.664192+00:00
